년(Annual),시도,시군구,계,전,답,과수원,목장용지,임야,광천지,염전,대,공장용지,학교용지,주차장,주유소용지,창고용지,도로,철도용지,제방,하천,구거,유지,양어장,수도용지,공원,체육용지,유원지,종교용지,사적지,묘지,잡종지
2019,부산,연제구,12098902.6,33327.1,25826.7,0,0,2930696.7,9.4,0,5615676.9,12708.7,572528,63348.3,35831.2,5632.1,1767277.6,78318.5,3473,115362,145512,565,0,14897,64056.6,370337,0,83960.9,0,81440,78117.9
2019,부산,수영구,10212429.4,17428,4692,0,0,2329861,0,0,5236431.5,25699.6,321317.3,29336.8,18586.3,8180,1611078.7,0,25584,143024,92381.1,0,0,2367,89728.8,2108,0,163432.3,1200,2719,87274
2019,부산,사상구,36093426,121454,405420.9,0,0,12136380,0,0,6651978.1,3393327.2,586741,36960.9,82011.3,120881.3,3255180.3,220271,253678,7721679.1,453409.7,150810.6,0,52826,104406.1,9889,0,78032.3,0,45720.6,212368.6
2019,부산,기장군,218298685.6,6689282,20995368.1,2161533,1510582,145264924.3,0,0,10704179.3,5093929.2,615751.9,229465.5,85174,209532.5,10815474.3,647411,150035.9,3099188.2,2418864.9,556043.8,22027,65405.1,1979710.6,1839013.3,22793,176348.8,0,1482857.9,1463790
2019,대구,대구,883517307.5,39271374,72742997.8,2294201.4,1336910.9,472346938.2,7,0,90028893.2,26679324.2,10818269.5,976682.9,594710.1,1123315.4,59444905.7,2687486.5,3987908.1,44173900.3,11520301,6017416.5,34692,2305947.7,11944614.9,2714554.8,431356,1384805.4,53518,3951553.6,14650722.4
2019,대구,중구,7055184.5,0,0,0,0,0,0,0,4218892.2,0,332273,42759.7,9243.3,2826.6,1715451.3,43117.4,22867.9,246429,49890.3,0,0,8486.5,211412.6,0,0,149419.9,0,0,2114.8
2019,대구,동구,182145981.8,8466940.8,12751134.8,854450,64868,110057610.9,0,0,15129143.6,1097173.5,1050711,155695.1,176748,214507.5,10111866.5,854683.8,672590,6900888.9,1550702.5,1290700.5,0,63689.1,1948899.4,655533.6,27960,329320.6,47439,642859.4,7029865.3
2019,대구,서구,17333124.5,407798,186388,0,0,1956055,0,0,6032519.6,2685201.8,539693.1,37119.1,50682.3,124957.1,3406615.1,172032.6,29625,688845.2,141934.4,17609,0,42319,82240,6687,0,78174.7,0,43604,603024.5
2019,대구,남구,17431531.9,46445.3,450,0,0,4093354.4,0,0,6113165.8,0,849609.2,38129.2,24444.1,1714.3,2248000.1,292.4,4959,368582,139196,215,0,69050.1,2676401.9,3491,0,90859.1,0,4285,658888
2019,대구,북구,93983907.6,4243771,3369055.1,390927,121218,45890326.6,0,0,14096145.2,2780348.5,2067694.8,124555.3,96138.8,174484.6,8831624.9,147393.5,428110.2,5971358.5,1401771.9,405516.1,5417,169856.7,947977.6,354315,0,198622.3,0,371767,1395512
2019,대구,수성구,76535344.8,3153077.1,3520564.5,388626,20232,37384116.1,1,0,14050127.1,112872.9,1360669.5,107997.4,43816.1,19810.2,7521454.6,983609,215650,2591747.2,713596.3,634663.7,1373,323762.1,715909.2,1189408.2,23321,141446.5,0,81585.9,1235908.2
2019,대구,달서구,62339700,723833.2,1417525,31459,4232,19195328.1,0,0,14556014.4,7400015.2,2844995.9,127256.4,91595.6,85103.8,8411130.3,155628.8,175678,2034790.2,308190.6,562903.5,0,296750.4,2309668.4,181439.3,0,143853.9,3946,161951,1116411
2019,대구,달성군,426692532.4,22229508.6,51497880.4,628739.4,1126360.9,253770147.1,6,0,15832885.3,12603712.3,1772623,343170.7,102041.9,499911.3,17198762.9,330729,2438428,25371259.3,7215019,3105808.7,27902,1332033.8,3052105.8,323680.7,380075,253108.4,2133,2645501.3,2608998.6
2019,인천,인천,1063257851.1,80200136.8,161111522.6,1604889.4,2710461.7,392502025.9,0,4044362,110949797.2,26400464.1,11350971.5,1731122.6,693492.6,4063409.2,82985721.4,2653364.2,3788112.9,6743586.5,21444052.4,20615997.7,458678.2,1283654.6,26489449.2,11202450.3,1431658.8,1496985.6,335500.8,2728776.9,82237206
2019,인천,중구,140286899.5,4694990.8,5534756.4,139762.6,3135,31110230.7,0,1761928,13489021.9,1817228.1,956929,640244.8,76623.5,1565032.9,13844680.6,801748.8,773810.3,38254.1,2100979.1,3806216,0,26765.4,6602982.4,3165059.9,1035010,106168.6,0,105327,46090013.6
2019,인천,동구,7194830.7,79,0,0,0,65256,0,0,1827487.1,2354105.7,272790.4,23015,18754.6,141844.5,1137165.4,51825.8,1481.8,53,126352,189987.7,0,50592.3,212764.3,28994.5,0,45833.3,0,0,646448.3
2019,인천,미추홀구,24835030,198408.8,43050.5,0,0,1713795.3,0,0,10966018.9,1169728.7,1577145.8,73566.2,74872.2,37763.9,5082904.9,247605,54210.6,9780,80014.6,940185.1,0,108118.6,693416.6,424289.6,0,137358.1,26076.1,8482,1168238.5
2019,인천,연수구,54947865.8,848351.6,292634.9,128.1,1675,3952270.3,0,0,16495721.6,1411032.6,2723325.1,254196.8,50153,192,8827252.6,126533.4,66358.6,54257.1,81961.9,1018584.9,0,20900,7804934.9,2670193.7,17256,83360.6,2645.7,54009,8089936.4
2019,인천,남동구,57016643.6,5602805.4,979741.3,260897,10682,10242635.1,0,123630,11920869.6,6471920.3,1050974.6,176551.7,75373.5,88981.5,9191570.3,281619.2,213525.4,1142257.6,281356.1,936648.3,8517,402769.9,5769237.4,191860.4,9980,146897.3,0,99268.3,1336074.4
2019,인천,부평구,32008762.1,542841.5,618083.9,0,0,7155439.9,0,0,10381365.4,2222344.1,1115762.2,51662.3,84993.8,54768.6,4597635.4,293113.3,29383,78847.4,684815.7,59716.1,0,250565.6,885901.3,118118.8,0,165491.9,0,29660.6,2588251.3
2019,인천,계양구,45565180.1,5232006.7,8842392,61898,52793.8,12602611.7,0,0,7093632.2,429413.6,914157.4,86245.5,57265.8,83706.1,5256763.5,501180,16024,656381.5,1611885.6,11520.8,11648,47486,418018.8,271193.8,649,83880.4,0,113384,1109041.9
2019,인천,서구,117087390.4,8645440.8,10495589.4,258617,99697,27025593.2,0,575329,18173107.3,9406976.5,1323800.5,194552.6,204329,1368338.7,13836967.3,349738.7,539057.6,1831951.1,1644245.1,1135126.3,1671,273637.8,4046719.6,3193359.3,3220,167742.9,0,214872,12077710.7
2019,광주,광주,501136260.8,32891531.9,84151132.8,516252.4,1781412.4,186184284.5,0,0,60946400.1,16663161.2,8928659.8,742792,421017.8,763014.3,40675079.6,2199024,1356014.7,20963419.6,11132457.7,4478806.1,8515,815611.7,7094813.5,2514797.8,0,1001853.9,90208.5,2908259.9,11907739.6
2019,광주,동구,49312364,1885043,1151202.5,8524,24800,34582226.5,0,0,5451227.9,4788,1122935.5,130032.9,21771.8,13853.1,2771385.3,189339,0,556573.5,438827.3,161499.4,0,221251.4,156474.4,36316,0,111273.7,416,85347.2,187255.6
2019,광주,서구,47748121.1,3201825.2,7776370.4,41563,279991,7868071.6,0,0,11603152.9,1241770.3,891838.2,123019.3,44570.1,207654.1,6337487.5,161506.3,213924.3,3558911.3,877336.3,326847,0,3874.5,976294.4,628951,0,210772.8,0,63802.2,1108587.4
2019,광주,남구,61018237.8,5524791.6,14965527.3,84713.4,107746,17861268.9,0,0,8554674.2,358963.3,1224074.6,60192.1,55581.7,29677.8,4973077.3,199877.9,144726,2692201.4,1543188.6,375361,589,168249.8,795848.6,277408,0,228137.6,68712.4,287567.6,436081.7
2019,광주,북구,120280472.7,5540444.7,13869339.6,62658,112976.6,50758015.4,0,0,16636118.2,3583435.3,3917742.4,152956.2,89467.7,131790.1,10257265.3,418021.5,322439,4055775.9,1923651.6,1237257.2,2260,332283,2452467.3,146455,0,224793,0,1986988.2,2065871.5
2019,광주,광산구,222777065.2,16739427.4,46388693,318794,1255898.8,75114702.1,0,0,18701226.9,11474204.3,1772069.1,276591.5,209626.5,380039.2,16335864.2,1230279.3,674925.4,10099957.5,6349453.9,2377841.5,5666,89953,2713728.8,1425667.8,0,226876.8,21080.1,484554.7,8109943.4
2019,대전,대전,539626514.9,27419371.5,30455918.5,2247076,292801.6,277511536.4,68.2,0,65823340.9,8766390.6,9515920.7,711367.3,350261.2,448864.6,39706557.6,3786801,1093955.6,19636304.7,7079872.7,21560908,6401,1068527.8,9494738.2,2092068.8,18506,736187.9,79810.7,1467415.2,8255542.2
2019,대전,동구,136679755.3,7518757.3,4555047.7,415032.4,10153,81933903.5,0,0,10485443.8,286226.7,1400427.4,93721.8,51772.4,211609.6,7851116,923281.7,199258.8,1560823.7,1113201.8,15491716.8,1289,26168.1,2001070,84473.9,5457,96419.1,29311,63983.4,270089.4
2019,대전,중구,62179184.9,2794928,2610624.6,249219.2,22067.2,35711975.9,0,0,9591873.3,142319.7,1190094.2,55562.4,52237.5,24710.5,4670692.6,202385.6,116773.8,2424014.1,646379.2,34692,0,33911.5,1091421.6,168887,0,133198.4,0,10779,200437.6
2019,대전,서구,95525520.9,4120073.3,6415379.7,122726,73179.8,47218921.5,0,0,15344157.4,228490.7,2352604.9,164555.4,72324.6,38970.1,8101244.1,536906.9,339444.8,4947642.7,1435183.4,105968.6,959,330004.2,2701219.9,67041,3646,262379.6,19479,51627.8,471390.5
2019,대전,유성구,176529023.1,9848454.7,14649005.4,1354151.4,120250.6,84998823.5,68.2,0,22492392.4,2806162.7,3610477.9,271327.7,81182.3,120480.4,12677439.9,158624.8,238001.2,7206169.1,3271534.8,521361.3,4153,123116.7,3055895.5,1631563.6,0,169729.2,31020.7,1243348,5844288.1
2019,대전,대덕구,68713030.7,3137158.2,2225861.1,105947,67151,27647912,0,0,7909474,5303190.8,962316.3,126200,92744.4,53094,6406065,1965602,200477,3497655.1,613573.5,5407169.3,0,555327.3,645131.2,140103.3,9403,74461.6,0,97677,1469336.6
2019,울산,울산,1062038814.4,31991578,92643932.4,12274799.3,6565653.3,667344054.7,6,0,51450220,59920542.3,4351574.6,986039.7,741713.2,1016307.1,46786002.1,3009867.9,2053440.7,30077250.7,11566014,12407263.4,148586,1831005.5,4871066.5,3835532.3,115618.2,713822.3,114339,3755667.4,11466917.8
2019,울산,중구,37010508.6,1633193.8,2030185.8,724098,415719,13820381.2,0,0,8151117.2,7489,711097.2,77646.8,37098.3,22334,4044900.7,0,152309.1,2965615.6,479428.3,106505.3,0,38143,979872.8,227745.4,0,111009,2587,180453.9,91578.2
2019,울산,남구,73466522.4,1540517.5,1955466.3,259337.8,7866,17584326.3,0,0,10431169.6,22160635.3,1330914.5,136772.7,477328,109802.8,7889092.1,730509,201815.1,2524212,680509.2,325999.1,0,498051.3,1070418.9,181572.7,0,90388.1,0,278101.5,3001716.6
2019,울산,동구,36074685.5,769524.5,978599.4,78940,0,18157555.4,0,0,4699689.3,6173060.8,612022.9,34928.1,17849.8,22288.3,2819942.8,0,115341.6,311414,350524,24970.1,0,49679.5,160044.8,153424,0,69536.7,3108,48213,424028.5
2019,울산,북구,157357088.2,6417235.5,16122247.9,1059970,122675,99221214.5,0,0,7619598.9,6468849.9,741057.7,166305.3,60490.6,146176.7,6177807.5,408263.7,684455.4,5391099.2,2116239.2,336585.7,7872,86517.9,905922.6,208865.5,0,94567.3,80713,653995.4,2058361.8
2019,세종특별자치시,세종특별자치시,464949680.2,37189132.5,65296276.2,6525168.9,2897594.7,241218764.9,3,0,19977324.8,10259147.4,2318217.4,212033.9,96877.5,1095542.9,18721863.3,2384308.3,1661488.6,24806887.7,9935961.1,1112145.7,80068.6,479547.7,4325700.9,3089142,561509,299416.7,872,1972601.5,8432083
2019,경기,경기,10192514246.5,893256372,1227767733.5,21554525.5,60733727.1,5317160876.9,180,13641926,597150228.5,233821205.8,51051419.5,8037555.3,4142670.6,36370381.1,454889442.8,23725122.3,20416965.4,405482513.9,180175145.9,87268784.6,1166086.5,8824704.3,83482539.9,119605109.8,9744090.2,11363071.4,4611269.8,35146505.1,281924092.8
2019,경기,수원시(계),121092176.4,7625965.9,9610221.7,71536,496698,25496497.9,0,0,32781642.1,3391479,4560602,466263.1,207613.8,106708.1,15516563.8,803567.5,36638.1,2630587.6,1271304.4,1672662.7,3078,282969.4,6511555.8,506273.9,9525.1,429420,32587,132924,6437291.5
2019,경기,성남시(계),141633069.8,5232576.3,4557343.4,109937,35928.3,62429645.5,0,0,23981040.3,1169923.9,2833869.4,508148.6,133570.3,14004.9,16014933.5,159540,74106.4,3522335.8,1011032.9,408367.3,3279,870530.1,8218001.9,939230.6,361327.6,267733.1,10331,769254.3,7997078.4
2019,경기,안양시(계),58467312.4,963134,505892.3,24333,4785,29330092.9,0,0,11909334,1382636.1,1846344.3,131579.4,49736.7,84898,5897914.6,304500.8,16865.7,1747245.9,207350.5,103,0,131635.7,1181484.9,217248.9,140.1,170005.3,0,25955.4,2334095.9
2019,경기,안산시(계),155730955,12240679.2,10908013.4,618894.8,377860.5,52585379.1,0,2151619,19150743.6,12731659.9,3681846.2,449943.4,136461.4,243936.8,17009900.9,1023084.1,1081045.5,1795665.4,1404756.5,4029927.2,53391,407018.9,5294795.5,2753567.2,947256.9,193672.8,0,599584,3860251.8
2019,경기,고양시(계),268088330.4,27550579.9,30861454.8,751128,1570268.1,83787614.8,0,0,34524661.4,3262964.7,2446881.9,254279.6,243645.8,1967802.7,20103905.4,3377859.5,604822.4,24352288.3,6826054.8,283413.6,72874.9,433907.5,7448749.3,3939133.4,95030,434045.9,2162474,1859064.7,8873425
2019,경기,과천시,35868319.2,2707654,2076175,44843,25581,22733201.6,0,0,3081190.4,0,155513.2,54579.7,12881.1,22169,2229760.2,21272.5,31537,559279.6,295366.7,226950,0,138833.6,249573.7,11804,787423.3,22281.2,787,37928,341734.4
2019,경기,구리시,33325063.8,3753721.8,854540.7,289723.6,99647,11691143.7,0,0,4624377.3,63213.5,509774.4,48300.6,33591.7,83136,3770128.9,91105.9,251936.9,4003083.4,353017.5,246313.1,6940,81243.6,660875.9,82071.9,2829,75385.1,0,242044,1406918.3
2019,경기,남양주시,458115470.3,29212257.6,26166736.8,1813592,2846546.1,297601594.4,0,0,26679997,5470322.3,1891909.5,197290.2,146627.1,940885.5,16289133.6,1743169.7,284134,21969688.9,5392942.2,566182.4,18966,1220432,2652384.6,4963649.3,158636,642677.9,581691,2634693,6029331.2
2019,경기,오산시,42707724.4,3604057.5,5538798.2,191503.1,96564,10409014.7,0,0,8214922.1,2409290.7,894461.1,188387.9,76190.5,355109.1,5290899,545440.1,163485.5,872178.2,643715.2,288897.6,0,24028.8,1417216,129322.5,304724,132601.4,0,116923,799994.2
2019,경기,시흥시,138660045.6,20020327.5,14360250.6,308596.4,1507912,37303835.3,0,3250801,15216764.1,8913830.4,1823870.6,272038.9,157738.9,172615.7,18637980.3,730102.2,817887.8,1944683,2164435.1,1794908.1,85863,562782.9,4511364,917672.6,7464,104215.7,4646,301795.3,2765664.2
2019,경기,군포시,36416853.9,2514048.7,1262356.2,15185,37851,15415858.8,0,0,5741444.6,1548253.9,673087.6,82955.1,23447.3,670306.1,3981450.1,506229.8,29279,582484.3,134997,377302.2,17874,146389.8,1242112.3,976001.9,0,62751.8,5834.2,11559,357794.2
2019,경기,의왕시,53987611.3,5182035.7,1934333.3,60494.7,107412,30684034.6,0,0,4399683.1,525705.1,387474.5,96844.9,44434.8,59768,4880041.6,1832132.6,55759.5,659991.5,462130.8,1217877.6,7596,201944,528763.2,24169,0,138163.2,0,173926,322895.6
2019,경기,하남시,92991186.2,5997481.8,4518738.6,252787,2397016.7,48121560.6,0,0,8031351.8,359181,541640.8,115741.4,50508.6,353973,5704781.4,0,24905,10205043.4,836866.7,106837,0,1084794,1521670.8,767835.4,5205,103613.9,4116,169820.7,1715715.6
2019,경기,용인시(계),591259246.2,40333222.3,67577436.1,268763.4,2788058,311923687,0,0,49730117.1,10100121.7,5183149.2,340401.8,269269.4,4017875.5,23361701.5,502398.4,677048.8,12418261.4,9215776.7,6453544.7,21758,624879,5468386.5,24215675.3,2077716,974547.9,17846,2286182.8,10411421.7
2019,경기,파주시,673229198.8,71573068.8,108718807.1,644143.2,2096230.1,303459804.1,0,0,32212076.5,17516497.1,1630757.8,442197.8,207870.6,1493260.9,25202813,1794461.8,1925018.6,47665278.2,13689092.5,1487131.6,107344,305299.6,5021184.2,5463423.4,984429.6,493165.6,24985.9,6795021.3,22275835.5
2019,경기,이천시,461421890.6,69176416.1,103413813.6,2349009.7,6555629.2,163964589.6,8,0,21300388.9,9392407,1377879.5,508416.5,162057.4,4817083.2,23746859.6,289424,1706047.3,15183405.1,11144523.7,1312952.2,27408.4,84016,631811.8,9704508.4,169786.9,523891.9,0,1474972.2,12404584.4
2019,경기,안성시,553418704,49490632.1,109256426.2,2544581,11580691.5,261366172.1,0,0,21905605.3,13081883.3,2337465.3,317531.7,286173.9,3918083.8,22928391.1,356778,1631173.6,12831620.8,13419734.4,7498244.3,38227,93708.3,1253672.4,7771541.3,327523.5,588724.3,0,2263199,6330919.8
2019,경기,김포시,276612088.4,24481112.6,59645560.1,1756760.4,725758.8,64943501.1,0,0,23274516.5,18302320,1426842.4,338931.9,184309.5,910015.6,17620192.9,19402,1151546.1,36270443,8532776,1023700.8,76706,145141.7,5036066.1,1165736.3,124502,279866.7,536738,1197798,7441843.9
2019,경기,화성시,697766499,76125485.8,146817280.1,1854272.1,5946288.1,224746247.9,0,8173846,48647300.8,48133887.4,3409084.4,830464,448572.4,2059273.7,42850524.6,1525742,3121265.5,10417264,14534611.4,17953125.6,205347.5,225335.5,10443732.2,7262584.5,142832,816546.7,28828.5,1530539,19516217.3
2019,경기,광주시,430990347.1,26428509.4,24791748.9,566228,1197902,283962786.5,0,0,20868877.2,10403215.1,930774.1,78486.6,88558,4043955.7,13599663.1,0,116667,14424699.6,4645572,8140497,7805,85012,500044.8,8362540.2,14470,764067,187925,2333375,4446967.9
2019,경기,양주시,310390297.4,28680759.2,28437409,366869,2160538,174752279.5,0,0,16944423.3,11215093,1157176,215499.8,185286.7,1017171.3,12515502.5,824760,801476,6555256.7,4468347.1,1473095.7,26041,258750,2458057.8,3213882.1,221645,398050.2,210635.2,954025.9,10878267.4
2019,경기,포천시,826957493.1,76987172.6,58634386.9,456680,3656489,555873232.5,172,0,20308015.2,18285409.6,1991631.5,203658.4,238941,858297.7,16456687.3,0,554848,22811791.5,11495828.2,2225136.7,80960,62082.3,286825.8,8429904.9,976251,496349.8,1881,1909933.5,23674926.7
2019,경기,여주시,608298372.3,69179225.2,97829697.4,1405653.9,4136444,297851026.5,0,0,18352811,6273206.3,1102708.2,327805.2,69879.1,2434536.8,24104817.1,31778,1874101.9,42720775.3,14036786.9,560198.7,55114.9,91922,514160.2,17131596.4,348058.6,723507,811,1578087.6,5563663.1
2019,강원,강원,16828280725.7,1028293221,545638101.5,10418167.9,64366641.9,13753211743.5,2429,0,190397216.5,28196225,19939467.7,2236138.9,1123589.1,6425320.1,278889489.5,16522576.9,19047565.2,380062446,139072457.4,134177657.9,626029.9,1786277.7,6363816.4,43865326.7,4496419.1,4446395.3,403146.6,9120267.4,139152591.6
2019,강원,춘천시,1116373900.4,66171409.6,32589464.2,1992757,2150059,838819646.3,0,0,21421113.3,2031609.1,3086050.7,322188.4,117335.6,404232.7,22604790.8,1076154.5,1254317.3,39241476.8,11522384.5,51735224.2,59220,77652.3,839002.5,8010056,936688.7,449254.8,57997.7,1467873.6,7935940.8
2019,강원,원주시,868240237.8,60304010.4,56450448.7,2679860.2,2815339.7,614733167.1,1412,0,27666465,5569182.9,2910069.7,274297.6,182343.1,1143632.3,28130762.5,2064405.5,2055566.3,26034486.8,8667741.8,1957095.8,20013,286770.3,2763796.7,3908584.6,596443,769944.6,169953.3,977849.9,15106595
2019,강원,강릉시,1040783863.5,52719017.6,49103663.9,1606991,1656698,834351932.7,980,0,19758082.1,3640662.6,2728751.5,204212.3,127849.7,807056.4,24873194.6,1485184.3,1279001.6,21727857.4,6658299,5142711.9,24685,195882,862221.2,1709125.4,41569,337908,26099.4,888109,8826117.9
2019,강원,동해시,180201979.5,9605873.7,4293107.4,151294,35649,134281327.1,0,0,6916269.9,4032855.6,613689.1,101643.4,82633.3,178203.6,7288404.6,1025264,330455.6,3698734.9,620374.5,844375.9,0,118421.3,213439,269525.7,149464.7,111757.3,0,203349,5035866.9
2019,강원,태백시,303521188.1,14090320.8,32988,5173,1939571.5,268453315.5,0,0,3987579,402606.8,465260.2,96957.7,25088,46641,4324019.9,1222808.1,26623,4560910.8,372101.4,239324,1392,126467.5,100207.3,181741,262377.1,112771.1,0,200323.6,2244619.8
2019,강원,속초시,105760448,4055643.3,4018792.1,282512,136693,77718225.9,37,0,6500806.3,320586.6,780066.7,98477.1,72992.7,79314.7,4228793.3,99502.6,190725,1657587.8,928100.8,1123931,0,89747,106397.8,838472.9,369548,115253,16579.2,12801,1918861.2
2019,강원,삼척시,1187839038,56473337.5,14948101.7,385571.5,993511.7,1043573856.7,0,0,8396624.6,2402120.9,1470374.8,113320.9,62576.1,160961.2,18736511,2308779,1088697.2,26612866.2,2730750.2,1144429,18411,98255,166556.8,2018056,16047,138685.7,21640,519641.6,3239354.7
2019,충북,충북,7406819936,641623663.7,613686454.5,50632436.9,28020047.4,4923532477.1,52,0,177972547.2,85118606.9,19990638.1,2145623,1533420.9,8731375.1,239816019.1,14097517.9,13078492.6,208391512,120242275.3,142880007.7,818391.1,2468770,12839688.8,17164716.1,2276953.7,4117028.2,439964.1,18961860.3,56239396.3
2019,충북,청주시(계),940844523.6,89078951.1,130220141.3,2554065.8,4014639.6,470994340.9,49,0,54389211.4,22860654.6,8728852.3,582296.2,421697.9,2352807.5,49253438.7,2697743.4,2753743.2,35241491.6,22938192.2,14690183,103772,1227121.3,5957268,2118970.9,221597,987673,104828.4,2413337.9,13937455.4
2019,충북,제천시,883422112.5,75335774.8,33575890.8,4167136.1,3491400.3,643631671.4,0,0,15983213.7,3612643.5,2003734.5,363304.9,264421.4,1002906.7,23535034.1,2544294.3,1028471.6,21234451.4,6570106.8,35374204.3,27874,117866,811096.6,850538.1,467314,460831.5,8359.6,2034508.4,4925063.7
2019,충남,충남,8245540720.1,750500285.8,1685200394.9,51990610.2,48256959.7,4085092689.3,1709.6,15307352.7,277705664.1,125631089.2,24403452.4,3583305.3,2291167.1,12580088.2,300816096.2,9689392.6,23613850.8,216859723.3,218477084.8,211048079.9,2257558.3,4130565.4,15998766.4,19569708.5,3084609.1,5269863.3,4512374.3,26733545.5,100934733.2
2019,충남,천안시(계),636082714.5,52477750.9,93931798.1,15953264.2,7785033.6,310094281.2,97.8,0,38576759.9,23172732.8,5268740.8,398516.1,242279.7,2175440.6,27237038.5,1675894.7,1285146.2,15379690.2,11371900,4225451,25672.3,647446.1,3185305.6,4608666,425995,734475.4,3393985,2828300.9,8981051.9
2019,충남,공주시,864152740.3,54107186.7,101067876.8,1632079.4,2876503.6,601306445,216.7,0,20691196.2,4088669.1,1752409.6,240533.7,105132.5,749753.7,18628727.2,0,1733651.1,31406030.2,13265867.2,2377554.1,54466,266753.9,663296.5,1206376.7,330770,575108.2,45954.6,2730492,2249689.6
2019,충남,보령시,586558276.7,41634825.9,102655951.8,1209580.8,3678493.6,325363188.3,0,646051.6,17112361.8,4185462.2,971513.1,215622.7,99807.3,461674.2,22057390.2,1465291.1,1804504.8,7518400.4,12828615.9,28633203.7,140683,472966.6,778264,430306.4,365557.4,287949.1,21181.9,1745391.8,9774037.1
2019,충남,아산시,542795755.6,54556725,125067370,8234705.7,2558760.4,207451206.7,1224.4,0,27449553.3,24049257,3359544.7,482450.5,162881.6,1584805.4,21599512.7,1676599.2,1604468.4,15506742.7,13758741,22479948.8,107566.3,726443,2302748,2112816.2,86353,367871.2,418781,1404555.3,3684124.1
2019,충남,서산시,742026667.8,78449496.5,192753854.1,540487,3853297.5,288030797.3,0,4133143.7,21899154.2,18972263.2,1354294,384275.4,811111.7,1136517.8,25820708.1,0,2928065.2,9275515.2,19698017.9,42693180.9,635398,405770.4,1936493.5,1164735.3,288478.9,478037.2,136522,2657183.8,21589869
2019,충남,논산시,555580413.2,53406965.8,147521162,3099235.3,1865163.2,233958269,0,0,23440318.7,5318159,2500080.3,126822.7,130151.5,1084969,21940260.5,1102597,695199.1,22289659.6,19305130.5,7040810.1,166093.3,451328.9,299405.6,410961.1,44497,560477.1,40520,1696960.5,7085216.4
2019,충남,계룡시,60698854.8,2570554.7,3576038.8,93084,17975.6,39424050.4,0,0,2823344.9,346579.2,215204.6,31319.3,35384,78548.4,2275668.9,337388.8,98289.4,1107833,644282.8,213533.2,165,14758,378554.1,1190147,5165,41347.7,0,114052.9,5065585.1
2019,충남,당진시,705424109.2,70046923.9,210788837.4,1863548.3,4394949,228270509.6,0,3627222,23455216.7,23472675.8,1699085,504182.7,210384.2,1128285.5,35201829.7,0,2551705.7,9447125.7,28781426.1,40051065.6,179108.2,439271.7,2987350.2,2232391.4,57473,409140.9,3465.8,1911772.6,11709162.5
2019,전북,전북,8069138979.5,635331279.6,1497903608.3,13722967.9,40121971.5,4459105228.8,322,5629205.2,225075996.8,59246327.8,21998534.4,2424532.8,1461229,8922511.2,325969305,8778532.4,21347180,275502230.5,190266034.1,148476920.8,1729600.3,3240100.2,9691166.1,18521389.8,3023483.6,4225337.3,917607.4,19664065.2,66842311.5
2019,전북,전주시(계),206040841,15241242.1,36944937.7,558978,129952,66183542.7,0,0,32800492.3,3326265.4,5504556.3,358665.5,337183.9,620724.4,18541815.7,897565.8,1531475,9530840.4,3974448.2,1530926,31002.4,246539.4,2284852.5,968016.6,113904,715003.7,97788.4,361050.4,3209072.2
2019,전북,군산시,396683442.4,20278662.6,131175032,188216,567874.4,79016698.5,0,2832607.2,24940232.5,19484771.1,2986373.4,285135.2,185880.5,847390.4,24489354.3,1206754.6,2012893.8,36065014,13313923.8,9216048.1,82825,620368.3,2232713.7,2991860,50810,395781.4,19829,1207276.9,19989115.7
2019,전북,익산시,506537047.4,52895661,197624673.1,615452,2345589.6,111627699.2,0,0,27685864.3,11402522.9,2868183.9,248861.6,239313.2,1280185.9,31898471.7,1534303.8,2035875.2,22332499.6,22397006.6,3879272.8,209959.6,412155.3,1327950.9,1336019,287814.6,730163,464038,1503251.2,7354259.4
2019,전북,정읍시,693039120.7,73915309.6,173209350.2,579313.4,4833302.7,318524319.6,0,0,19994424.4,3769661.7,1617824,282580.5,92278.8,812706.2,28909140.5,1604503.2,2924223.6,15079896.6,23146598,13800489.9,133279.5,257347.2,632829.9,1839100.7,124482.9,273790.7,183329,1966618.5,4532419.4
2019,전북,남원시,752191724,41048192.7,124865928.4,2601984.2,6946232.9,471219406.8,0,0,14915945.2,2288106.9,1217517.9,189594.8,79357.2,566686.7,30676549.6,1356969.8,2151979.4,19971367.2,20120390.4,3434237.3,41032,77378.9,307820.8,1831298.8,657240,284677.9,89986,1387413,3864429.2
2019,전북,김제시,545864267.6,53439470.4,217023822.2,1372336.6,3492850.2,115146703.4,0,516300,19671071.4,5786477.2,1465465,246233.9,130387.6,1342607.9,28939905.1,669855.2,2438843.1,53152486.9,22171880.9,6742243.2,189489.9,164442,374854.5,1422148.2,206448,386001.6,0,2960840.8,6411102.4
2019,전남,전남,12345209475.3,1160819991.8,2033294416.7,40420815.5,69578098.6,6961019663,408,50343574.9,304530663,88394124.2,25309622.5,3959011.8,1887673.6,12377481.2,446919594.8,11946265.6,28258451.2,245561797.7,280014278.4,319510172.4,9472461.7,9564156,19760630.8,24477267.6,2804134.8,4965054.5,3482309.7,31618405.5,154918949.8
2019,전남,여수시,512084271.6,64051064.2,38974206.5,610499,1868202.2,301114477.3,0,3442,23977775.6,20782626.5,2040516.9,541389.1,744718,332161.4,22286236.8,1624127.8,676186.7,2590924,4595265.7,2786394.6,268804.7,611020.3,3009361.5,3559986.3,418739.3,457952.4,20795,1770759.8,12366638
